fiyat,il,ilce,emlak_tipi,m2_brut,m2_net,oda,bina_yasi,bulundugu_kat,kat_sayisi,isitma,banyo,balkon,esyali,kullanim_durumu,site_icerisinde,krediye_uygun,kimden,takas,salon,banyo/oda
800000,istanbul,küçükçekmece,daire,127,91,3,0,1,14,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
245000,istanbul,bayrampaşa,daire,65,55,1,31,2,3,doğalgaz sobası,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,1.0
335000,istanbul,ümraniye,daire,85,75,2,7,bahçe katı,5,doğalgaz,1,yok,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
625000,istanbul,üsküdar,daire,180,160,4,7,5,5,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
625000,istanbul,ümraniye,daire,95,75,2,7,yüksek giriş,8,merkezi,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
316500,istanbul,çekmeköy,daire,135,125,3,0,5,5,doğalgaz,2,var,hayır,boş,hayır,evet,inşaat firmasından,evet,1,0.6666666666666666
355000,istanbul,ataşehir,daire,165,135,3,18,1,4,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
145000,istanbul,esenyurt,daire,85,80,2,2,bahçe katı,6,doğalgaz sobası,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
145000,istanbul,esenyurt,daire,85,80,2,2,bahçe katı,6,doğalgaz sobası,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
455000,istanbul,üsküdar,daire,95,90,2,7,1,4,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
385000,istanbul,başakşehir,daire,90,88,2,0,1,2,doğalgaz,1,var,hayır,boş,hayır,evet,inşaat firmasından,hayır,1,0.5
495000,istanbul,kağıthane,daire,80,75,2,7,4,7,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,evet,1,0.5
275500,istanbul,çekmeköy,daire,135,120,3,4,3,6,doğalgaz,2,var,hayır,boş,hayır,hayır,inşaat firmasından,evet,1,0.6666666666666666
270000,istanbul,beylikdüzü,daire,95,90,2,3,2,5,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
950000,istanbul,fatih,daire,140,130,3,31,kot 1,1,doğalgaz,2,var,hayır,kiracılı,hayır,evet,sahibinden,hayır,1,0.6666666666666666
425000,istanbul,eyüpsultan,daire,100,90,2,3,2,4,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,1.0
950000,istanbul,eyüpsultan,daire,110,100,2,7,bahçe katı,3,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
460000,istanbul,çekmeköy,daire,100,90,2,7,1,5,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,1.0
880000,istanbul,maltepe,daire,150,140,3,2,7,7,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
760000,istanbul,ataşehir,daire,117,103,3,4,20,30,merkezi,2,yok,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
225000,istanbul,küçükçekmece,daire,90,85,2,23,4,5,doğalgaz,1,var,hayır,mülk sahibi,hayır,hayır,sahibinden,hayır,1,0.5
450000,istanbul,güngören,daire,180,170,3,18,5,5,doğalgaz,1,var,hayır,boş,hayır,hayır,emlak ofisinden,evet,2,0.3333333333333333
315000,istanbul,esenyurt,daire,95,90,2,4,3,5,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
855000,istanbul,başakşehir,daire,146,118,3,2,5,20,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
450000,istanbul,avcılar,daire,150,140,3,23,yüksek giriş,4,doğalgaz,2,var,hayır,mülk sahibi,hayır,hayır,emlak ofisinden,hayır,1,0.6666666666666666
183000,istanbul,sancaktepe,daire,110,100,1,0,yüksek giriş,3,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,2.0
561000,istanbul,beylikdüzü,daire,120,97,2,1,2,14,merkezi,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
235000,istanbul,sultangazi,daire,90,85,2,4,bahçe katı,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
210000,istanbul,esenler,daire,100,95,2,18,bahçe katı,5,doğalgaz,1,yok,hayır,mülk sahibi,hayır,hayır,emlak ofisinden,hayır,1,0.5
365000,istanbul,küçükçekmece,daire,94,83,2,7,yüksek giriş,3,doğalgaz,1,yok,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.5
370000,istanbul,sultangazi,daire,125,125,3,4,yüksek giriş,5,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
548000,istanbul,sultangazi,daire,110,100,2,3,8,12,merkezi,1,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
510000,istanbul,başakşehir,daire,87,65,2,18,3,11,merkezi,1,var,hayır,boş,evet,hayır,emlak ofisinden,hayır,0,0.5
250000,istanbul,esenyurt,daire,95,90,2,4,giriş katı,6,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
155000,istanbul,esenyurt,daire,95,90,2,4,bahçe katı,6,doğalgaz,1,yok,evet,boş,hayır,evet,emlak ofisinden,evet,1,0.5
430000,istanbul,bayrampaşa,daire,85,80,2,28,2,4,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
265000,istanbul,sultangazi,daire,75,70,2,0,bahçe katı,4,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
325000,istanbul,sultangazi,daire,75,70,2,0,zemin kat,4,doğalgaz,1,yok,hayır,boş,hayır,hayır,emlak ofisinden,evet,1,0.5
350000,istanbul,şile,daire,110,90,2,3,2,4,doğalgaz,1,var,evet,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
775000,istanbul,avcılar,daire,130,120,3,2,3,4,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
390000,istanbul,ataşehir,daire,75,50,2,13,yüksek giriş,4,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
335000,istanbul,ümraniye,daire,75,60,2,7,3,4,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
419000,istanbul,sultangazi,daire,100,95,2,7,1,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
250000,istanbul,küçükçekmece,daire,95,90,2,23,3,6,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.5
450000,istanbul,fatih,daire,85,85,2,0,3,5,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.5
359000,istanbul,ümraniye,daire,100,90,2,18,5,5,doğalgaz,2,yok,hayır,mülk sahibi,hayır,evet,emlak ofisinden,evet,1,1.0
555000,istanbul,çekmeköy,daire,135,125,3,7,1,5,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
325000,istanbul,çekmeköy,daire,90,85,2,4,bahçe katı,6,doğalgaz,2,yok,hayır,boş,hayır,evet,inşaat firmasından,evet,1,1.0
470000,istanbul,ataşehir,daire,120,90,2,7,2,4,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
545000,istanbul,fatih,daire,120,110,2,31,4,4,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
190000,istanbul,çekmeköy,daire,90,85,2,3,giriş katı,4,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
980000,istanbul,şişli,daire,140,130,3,28,7,8,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
580000,istanbul,eyüpsultan,daire,130,120,3,0,5,5,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
695000,istanbul,başakşehir,daire,118,110,3,7,14,15,merkezi,2,var,hayır,kiracılı,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
345000,istanbul,esenyurt,daire,115,95,2,4,6,6,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,sahibinden,hayır,1,0.5
350000,istanbul,güngören,daire,90,85,2,28,3,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
949000,istanbul,ümraniye,daire,135,115,3,0,6,8,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
235000,istanbul,arnavutköy,daire,110,95,2,23,1,3,doğalgaz,1,var,hayır,mülk sahibi,hayır,hayır,emlak ofisinden,hayır,1,0.5
330000,istanbul,pendik,daire,110,90,2,7,6,6,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
578000,istanbul,çekmeköy,daire,148,135,3,7,3,4,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
375000,istanbul,şile,daire,100,90,2,23,3,4,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
640000,istanbul,küçükçekmece,daire,102,86,2,4,6,9,merkezi,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,1.0
490000,istanbul,bağcılar,daire,115,110,2,7,2,5,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
640000,istanbul,pendik,daire,200,180,5,7,2,4,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.4
485000,istanbul,ümraniye,daire,140,120,3,23,2,6,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
920000,istanbul,ümraniye,daire,136,110,3,7,10,11,merkezi,2,var,hayır,boş,evet,evet,sahibinden,hayır,1,0.6666666666666666
245000,istanbul,esenyurt,daire,84,72,2,0,giriş katı,4,doğalgaz,1,yok,hayır,boş,hayır,hayır,emlak ofisinden,hayır,1,0.5
245000,istanbul,esenyurt,daire,84,72,2,0,giriş katı,4,doğalgaz,1,yok,hayır,boş,hayır,hayır,emlak ofisinden,hayır,1,0.5
320000,istanbul,başakşehir,daire,58,40,1,4,8,26,merkezi,1,yok,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,1.0
420000,istanbul,ümraniye,daire,100,90,2,7,1,5,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
260000,istanbul,arnavutköy,daire,85,75,2,2,1,5,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
290000,istanbul,ümraniye,daire,65,55,2,7,yüksek giriş,5,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
340000,istanbul,başakşehir,daire,100,90,2,3,2,4,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
715000,istanbul,bağcılar,daire,105,93,3,0,6,13,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
715000,istanbul,bağcılar,daire,105,93,3,0,6,13,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
950000,istanbul,bakırköy,daire,90,70,2,0,2,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
550000,istanbul,güngören,daire,90,85,2,23,1,5,doğalgaz,1,var,hayır,mülk sahibi,hayır,hayır,emlak ofisinden,hayır,1,0.5
610000,istanbul,bahçelievler,daire,130,125,2,28,5,5,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
145000,istanbul,esenyurt,daire,80,75,2,7,bahçe katı,5,doğalgaz,1,yok,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
299000,istanbul,esenyurt,daire,110,95,2,4,yüksek giriş,6,doğalgaz,2,var,hayır,boş,hayır,evet,sahibinden,evet,1,1.0
308000,istanbul,bağcılar,daire,95,90,2,0,bahçe katı,4,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,evet,1,0.5
625000,istanbul,küçükçekmece,daire,100,90,2,0,2,4,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
520000,istanbul,bahçelievler,daire,95,88,2,0,4,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
465000,istanbul,eyüpsultan,daire,105,90,2,13,2,5,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,evet,1,1.0
620000,istanbul,maltepe,daire,120,105,3,28,2,5,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
428000,istanbul,sancaktepe,daire,97,85,2,0,2,4,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
390000,istanbul,gaziosmanpaşa,daire,95,90,2,23,5,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
425000,istanbul,fatih,daire,85,70,2,31,2,2,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,1.0
830000,istanbul,bağcılar,daire,120,100,2,2,1,11,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,sahibinden,evet,1,0.5
765000,istanbul,üsküdar,daire,90,77,2,7,2,5,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
370000,istanbul,gaziosmanpaşa,daire,85,75,2,7,1,3,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
475000,istanbul,kartal,daire,115,95,3,1,bahçe katı,5,doğalgaz,1,yok,hayır,mülk sahibi,hayır,evet,emlak ofisinden,evet,1,0.3333333333333333
480000,istanbul,kartal,daire,70,70,2,3,1,5,doğalgaz,1,var,hayır,mülk sahibi,hayır,hayır,sahibinden,hayır,1,0.5
930000,istanbul,beşiktaş,daire,90,80,3,28,giriş katı,4,merkezi,2,yok,hayır,kiracılı,hayır,hayır,emlak ofisinden,hayır,1,0.6666666666666666
225000,istanbul,pendik,daire,75,60,2,4,yüksek giriş,3,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
800000,istanbul,fatih,daire,90,80,2,31,1,5,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
385000,istanbul,maltepe,daire,140,130,4,7,yüksek giriş,5,doğalgaz,2,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
239000,istanbul,bahçelievler,daire,88,83,2,23,5,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
188000,istanbul,güngören,daire,65,55,2,28,yüksek giriş,4,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
470000,istanbul,esenler,daire,85,80,2,0,yüksek giriş,4,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
499000,istanbul,bağcılar,residence,55,38,1,1,2,29,merkezi,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,0,1.0
550000,istanbul,bayrampaşa,daire,150,135,4,23,3,3,doğalgaz,2,var,hayır,kiracılı,hayır,hayır,sahibinden,hayır,1,0.5
330000,istanbul,esenyurt,daire,110,95,3,1,2,4,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
675000,istanbul,bahçelievler,daire,75,60,2,0,yüksek giriş,4,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
400000,istanbul,güngören,daire,140,115,3,31,5,5,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
465000,istanbul,başakşehir,daire,68,68,2,18,7,10,merkezi,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
600000,istanbul,zeytinburnu,daire,100,90,2,18,4,6,doğalgaz,1,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.5
290000,istanbul,kağıthane,daire,110,100,2,23,2,4,doğalgaz,1,var,hayır,kiracılı,hayır,hayır,emlak ofisinden,hayır,1,0.5
375000,istanbul,bahçelievler,daire,85,75,2,0,yüksek giriş,4,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
425000,istanbul,esenyurt,daire,120,110,2,1,5,15,doğalgaz,1,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,0.5
450000,istanbul,pendik,daire,85,70,2,3,2,3,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
350000,istanbul,sultanbeyli,daire,100,90,2,3,1,4,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
660000,istanbul,üsküdar,daire,110,100,3,28,bahçe katı,6,merkezi,2,var,hayır,kiracılı,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
370000,istanbul,eyüpsultan,daire,80,70,2,31,2,4,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
265000,istanbul,esenyurt,daire,95,85,2,4,1,5,doğalgaz,1,var,hayır,boş,hayır,evet,inşaat firmasından,hayır,1,0.5
390000,istanbul,bahçelievler,daire,95,95,2,3,yüksek giriş,4,doğalgaz,1,yok,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
760000,istanbul,pendik,daire,125,87,2,1,1,9,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
236000,istanbul,esenyurt,daire,90,80,2,7,yüksek giriş,5,doğalgaz,1,var,hayır,kiracılı,hayır,evet,inşaat firmasından,hayır,1,0.5
490000,istanbul,ümraniye,daire,115,95,3,13,çatı katı,5,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
675000,istanbul,bakırköy,daire,120,110,3,28,2,5,doğalgaz,2,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
530000,istanbul,esenyurt,daire,128,115,3,7,3,27,merkezi,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
510000,istanbul,kartal,daire,115,95,3,4,9,12,merkezi,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
510000,istanbul,kartal,daire,115,95,3,4,9,12,merkezi,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
585000,istanbul,bağcılar,daire,135,120,3,7,2,4,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
318000,istanbul,bahçelievler,daire,130,120,2,13,6,6,doğalgaz,1,var,hayır,mülk sahibi,hayır,hayır,emlak ofisinden,hayır,1,0.5
390000,istanbul,eyüpsultan,daire,100,90,2,23,2,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
500000,istanbul,esenyurt,daire,110,102,2,7,3,25,merkezi,2,var,hayır,mülk sahibi,evet,evet,sahibinden,hayır,1,1.0
980000,istanbul,küçükçekmece,daire,152,122,3,13,3,13,doğalgaz,2,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
245000,istanbul,esenyurt,daire,97,85,2,3,1,5,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
900000,istanbul,büyükçekmece,daire,185,175,3,1,5,5,doğalgaz,3,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,2,1.0
325000,istanbul,fatih,daire,90,80,2,31,4,4,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
280000,istanbul,esenyurt,daire,80,75,2,7,kot 3,3,doğalgaz,1,var,hayır,kiracılı,hayır,evet,sahibinden,hayır,1,0.5
305000,istanbul,arnavutköy,daire,93,80,2,0,2,5,doğalgaz,1,var,hayır,boş,hayır,evet,inşaat firmasından,evet,1,0.5
225000,istanbul,sultangazi,daire,90,85,2,18,yüksek giriş,5,doğalgaz sobası,1,var,hayır,mülk sahibi,hayır,hayır,emlak ofisinden,hayır,1,0.5
610000,istanbul,maltepe,daire,163,125,3,31,çatı katı,5,merkezi,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
440000,istanbul,sultangazi,daire,115,110,2,0,yüksek giriş,5,doğalgaz,2,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
459000,istanbul,esenyurt,residence,110,90,2,0,10,14,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
455000,istanbul,beylikdüzü,daire,95,90,2,2,2,4,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
600000,istanbul,sultangazi,daire,110,100,2,3,9,11,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,evet,1,1.0
710000,istanbul,küçükçekmece,daire,103,98,2,4,12,19,yerden isıtma,1,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
590000,istanbul,ataşehir,daire,95,80,2,2,kot 2,2,merkezi,1,yok,hayır,kiracılı,hayır,evet,sahibinden,hayır,1,0.5
265000,istanbul,küçükçekmece,daire,85,80,2,7,bahçe katı,4,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
415000,istanbul,ataşehir,daire,85,75,2,7,2,4,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
300000,istanbul,silivri,yazlık,80,75,2,28,3,3,yok,1,var,evet,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
420000,istanbul,küçükçekmece,daire,100,83,2,7,1,4,doğalgaz,1,yok,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
815000,istanbul,başakşehir,daire,105,80,2,4,2,8,merkezi,1,var,hayır,kiracılı,evet,evet,emlak ofisinden,hayır,1,0.5
769000,istanbul,ümraniye,daire,130,115,3,2,3,15,doğalgaz,2,yok,hayır,mülk sahibi,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
475000,istanbul,bahçelievler,daire,135,130,3,13,2,4,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
995000,istanbul,kadıköy,daire,125,112,3,28,7,10,merkezi,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
445000,istanbul,esenyurt,daire,107,92,2,4,22,25,merkezi,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,1.0
490000,istanbul,bahçelievler,daire,85,80,2,0,3,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
375000,istanbul,avcılar,daire,120,95,2,0,2,5,doğalgaz,1,var,hayır,boş,hayır,evet,inşaat firmasından,hayır,1,0.5
310000,istanbul,tuzla,daire,97,78,2,0,5,6,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
227000,istanbul,maltepe,daire,85,55,2,2,bahçe katı,4,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
885000,istanbul,maltepe,daire,110,90,3,0,5,5,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
550000,istanbul,fatih,daire,130,120,3,31,3,4,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
305000,istanbul,tuzla,daire,98,80,2,4,3,4,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
775000,istanbul,beylikdüzü,daire,165,145,3,13,8,14,doğalgaz,2,var,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.6666666666666666
405000,istanbul,beylikdüzü,daire,105,85,2,3,zemin kat,6,doğalgaz,1,yok,hayır,boş,hayır,hayır,emlak ofisinden,hayır,1,0.5
620000,istanbul,şişli,daire,110,100,3,28,2,4,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
620000,istanbul,bahçelievler,daire,95,85,2,0,1,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
485000,istanbul,bahçelievler,daire,110,100,2,18,4,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,0.5
489000,istanbul,çekmeköy,daire,135,120,3,13,3,8,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.6666666666666666
215000,istanbul,arnavutköy,daire,80,75,2,1,giriş katı,5,doğalgaz,1,yok,hayır,boş,hayır,hayır,emlak ofisinden,hayır,1,0.5
750000,istanbul,beşiktaş,daire,85,80,2,28,2,3,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.5
300000,istanbul,bahçelievler,daire,95,85,2,28,1,5,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
850000,istanbul,pendik,daire,120,90,3,3,2,7,doğalgaz,1,var,hayır,kiracılı,hayır,evet,emlak ofisinden,hayır,1,0.3333333333333333
560000,istanbul,büyükçekmece,daire,86,70,2,4,5,11,merkezi,1,yok,hayır,boş,evet,evet,emlak ofisinden,hayır,1,0.5
243000,istanbul,bağcılar,daire,70,65,1,2,yüksek giriş,5,doğalgaz,1,yok,hayır,boş,hayır,evet,emlak ofisinden,hayır,1,1.0
475000,istanbul,avcılar,daire,140,125,3,0,2,6,doğalgaz,2,var,hayır,boş,hayır,evet,inşaat firmasından,hayır,1,0.6666666666666666
432500,istanbul,küçükçekmece,daire,95,90,2,7,3,3,doğalgaz,2,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,1.0
745000,istanbul,üsküdar,daire,124,99,3,13,4,4,merkezi,1,var,hayır,mülk sahibi,evet,evet,emlak ofisinden,hayır,1,0.3333333333333333
425000,istanbul,maltepe,daire,105,85,2,31,2,3,doğalgaz,1,var,hayır,mülk sahibi,hayır,evet,emlak ofisinden,hayır,1,0.5
629000,istanbul,beylikdüzü,daire,135,125,3,2,2,3,doğalgaz,2,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.6666666666666666
725000,istanbul,esenyurt,daire,120,100,2,0,3,7,doğalgaz,2,var,evet,boş,evet,evet,inşaat firmasından,evet,1,1.0
345000,istanbul,büyükçekmece,daire,95,85,2,31,5,5,doğalgaz,1,var,evet,mülk sahibi,evet,hayır,sahibinden,hayır,1,0.5
317000,istanbul,esenyurt,daire,120,92,2,1,2,5,doğalgaz,1,var,hayır,boş,hayır,evet,emlak ofisinden,evet,1,0.5
