fiyat,il,ilce,ilan_tarihi,emlak_tipi,m²_(brüt),m²_(net),oda_sayısı,bina_yaşı,bulunduğu_kat,kat_sayısı,isıtma,banyo_sayısı,balkon,eşyalı,kullanım_durumu,site_içerisinde,aidat_(tl),krediye_uygun,kimden,görüntülü_arama_ile_gezilebilir,takas
63000,trabzon , çarşıbaşı ,  19 ocak 2021,   daire ,  88,  80,  2+1,  26-30 arası,  4,  4,  merkezi,  1,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
485000,trabzon , akçaabat ,  18 ocak 2021,   daire ,  150,  145,  3+1,  2,  10,  12,  merkezi,  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
475000,trabzon , yomra ,  18 ocak 2021,   daire ,  165,  150,  3+1,  3,  13,  15,  merkezi,  2,  var,  hayır,  boş,  belirtilmemiş,  şehrinaz konutları,  hayır,  emlak ofisinden,  evet,  hayır 
640000,trabzon , of ,  18 ocak 2021,   daire ,  150,  150,  3+1,  3,  6,  10,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  70,  evet,  sahibinden,  evet,  hayır 
475000,trabzon , ortahisar ,  18 ocak 2021,   daire ,  165,  160,  3+1,  5-10 arası,  kot 3,  5,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  hayır,  90,  evet,  sahibinden,  evet,  hayır 
510000,trabzon , ortahisar ,  18 ocak 2021,   daire ,  190,  175,  4+1,  5-10 arası,  7,  8,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  70,  evet,  emlak ofisinden,  evet,  hayır 
549000,trabzon , akçaabat ,  18 ocak 2021,   daire ,  170,  165,  3+1,  5-10 arası,  2,  10,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  0,  evet,  emlak ofisinden,  hayır,  hayır 
200000,trabzon , yomra ,  18 ocak 2021,   daire ,  80,  80,  2+1,  5-10 arası,  1,  10,  merkezi,  1,  yok,  hayır,  kiracılı,  belirtilmemiş,  toki evleri,  hayır,  sahibinden,  hayır,  hayır 
800000,trabzon , yomra ,  18 ocak 2021,   daire ,  160,  150,  2+1,  4,  3,  7,  merkezi,  2,  var,  hayır,  boş,  belirtilmemiş,  yakamoz evleri,  evet,  emlak ofisinden,  hayır,  hayır 
199000,trabzon , ortahisar ,  18 ocak 2021,   daire ,  117,  100,  2+1,  16-20 arası,  2,  5,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
330000,trabzon , araklı ,  19 ocak 2021,   daire ,  150,  140,  3+1,  2,  5,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  50,  evet,  emlak ofisinden,  hayır,  evet 
400000,trabzon , sürmene ,  18 ocak 2021,   daire ,  140,  120,  3+1,  0,  5,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  sahibinden,  evet,  evet 
650000,trabzon , ortahisar ,  19 ocak 2021,   daire ,  220,  200,  4+1,  11-15 arası,  10,  10,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  belirtilmemiş,  ömür kent sitesi,  hayır,  emlak ofisinden,  hayır,  hayır 
495000,trabzon , of ,  18 ocak 2021,   daire ,  165,  155,  3+1,  5-10 arası,  7,  11,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  80,  evet,  emlak ofisinden,  evet,  hayır 
320000,trabzon , ortahisar ,  18 ocak 2021,   daire ,  135,  115,  3+1,  11-15 arası,  2,  7,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  30,  ercem sitesi,  evet,  emlak ofisinden,  hayır,  hayır 
335000,trabzon , ortahisar ,  19 ocak 2021,   daire ,  145,  140,  3+1,  0,  1,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  evet,  hayır 
890000,trabzon , ortahisar ,  19 ocak 2021,   daire ,  210,  200,  4+1,  0,  4,  7,  doğalgaz (kombi),  2,  var,  hayır,  boş,  150,  aybahar pelitli,  evet,  emlak ofisinden,  evet,  hayır 
450000,trabzon , sürmene ,  18 ocak 2021,   daire ,  160,  150,  3+1,  0,  1,  8,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
435000,trabzon , ortahisar ,  18 ocak 2021,   daire ,  170,  158,  3+1,  3,  5,  8,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  90,  ay yapı bostancı 2 sitesi,  evet,  emlak ofisinden,  evet,  hayır 
565000,trabzon , yomra ,  18 ocak 2021,   residence ,  185,  185,  3+1,  0,  11,  12,  merkezi,  2,  var,  hayır,  boş,  120,  aquamarine konutları,  evet,  emlak ofisinden,  evet,  hayır 
360000,trabzon , ortahisar ,  19 ocak 2021,   daire ,  150,  120,  3+1,  11-15 arası,  6,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
380000,trabzon , ortahisar ,  18 ocak 2021,   daire ,  170,  160,  3+1,  5-10 arası,  3,  10,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  90,  evet,  emlak ofisinden,  evet,  hayır 
410000,trabzon , ortahisar ,  18 ocak 2021,   daire ,  200,  160,  3+1,  11-15 arası,  4,  4,  doğalgaz sobası,  2,  var,  hayır,  boş,  hayır,  50,  evet,  emlak ofisinden,  hayır,  hayır 
520000,trabzon , ortahisar ,  19 ocak 2021,   daire ,  150,  135,  3+1,  1,  1,  7,  yerden isıtma,  2,  var,  hayır,  boş,  evet,  125,  hayır,  emlak ofisinden,  evet,  hayır 
330000,trabzon , ortahisar ,  18 ocak 2021,   daire ,  135,  130,  2+1,  0,  2,  8,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
580000,trabzon , ortahisar ,  18 ocak 2021,   daire ,  195,  185,  4+1,  0,  5,  12,  doğalgaz (kombi),  2,  var,  hayır,  boş,  100,  1461 rezidans,  hayır,  inşaat firmasından,  hayır,  hayır 
525000,trabzon , akçaabat ,  19 ocak 2021,   daire ,  153,  140,  2+1,  4,  12,  17,  yerden isıtma,  2,  var,  hayır,  boş,  hayır,  180,  evet,  emlak ofisinden,  hayır,  hayır 
375000,trabzon , yomra ,  20 ocak 2021,   daire ,  175,  155,  3+1,  1,  3,  13,  merkezi,  2,  var,  hayır,  boş,  100,  aquamarine konutları,  evet,  emlak ofisinden,  evet,  hayır 
230000,trabzon , yomra ,  21 ocak 2021,   daire ,  90,  65,  1+1,  0,  5,  11,  merkezi,  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
209000,trabzon , ortahisar ,  18 ocak 2021,   daire ,  100,  95,  2+1,  21-25 arası,  yüksek giriş,  4,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
665000,trabzon , ortahisar ,  18 ocak 2021,   daire ,  140,  129,  3+1,  0,  1,  1,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  hayır,  emlak ofisinden,  hayır,  hayır 
425000,trabzon , ortahisar ,  18 ocak 2021,   daire ,  195,  172,  3+1,  0,  1,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  hayır,  emlak ofisinden,  hayır,  evet 
465000,trabzon , ortahisar ,  18 ocak 2021,   daire ,  170,  155,  3+1,  5-10 arası,  3,  9,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  100,  ayışığı 3 sitesi,  evet,  emlak ofisinden,  evet,  hayır 
255000,trabzon , ortahisar ,  18 ocak 2021,   daire ,  100,  90,  2+1,  5-10 arası,  1,  11,  merkezi,  1,  var,  hayır,  boş,  hayır,  120,  evet,  emlak ofisinden,  evet,  hayır 
460000,trabzon , yomra ,  20 ocak 2021,   daire ,  170,  160,  3+1,  1,  7,  10,  merkezi,  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
780000,trabzon , ortahisar ,  17 ocak 2021,   daire ,  165,  155,  3+1,  1,  5,  8,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
150000,trabzon , ortahisar ,  17 ocak 2021,   daire ,  95,  85,  2+1,  11-15 arası,  kot 1,  5,  soba,  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  evet 
515000,trabzon , ortahisar ,  17 ocak 2021,   daire ,  200,  185,  4+1,  5-10 arası,  1,  9,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
570000,trabzon , ortahisar ,  17 ocak 2021,   daire ,  175,  160,  3+1,  4,  6,  7,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  evet,  70,  evet,  emlak ofisinden,  evet,  hayır 
555000,trabzon , ortahisar ,  17 ocak 2021,   daire ,  175,  160,  3+1,  3,  7,  8,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  evet,  70,  evet,  sahibinden,  hayır,  hayır 
165000,trabzon , of ,  18 ocak 2021,   daire ,  110,  100,  2+1,  26-30 arası,  2,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
350000,trabzon , yomra ,  19 ocak 2021,   daire ,  170,  150,  3+1,  0,  10,  11,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  hayır,  emlak ofisinden,  hayır,  hayır 
379000,trabzon , ortahisar ,  17 ocak 2021,   daire ,  150,  130,  3+1,  0,  3,  6,  merkezi,  2,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  hayır,  hayır 
455000,trabzon , yomra ,  20 ocak 2021,   daire ,  180,  150,  3+1,  0,  7,  12,  merkezi,  2,  var,  hayır,  boş,  hayır,  150,  evet,  emlak ofisinden,  hayır,  hayır 
63000,trabzon , ortahisar ,  19 ocak 2021,   daire ,  59,  54,  2+1,  31 ve üzeri,  zemin kat,  3,  soba,  1,  yok,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
345000,trabzon , ortahisar ,  19 ocak 2021,   daire ,  160,  135,  3+1,  0,  1,  7,  merkezi,  2,  var,  hayır,  boş,  evet,  0,  evet,  emlak ofisinden,  hayır,  hayır 
400000,trabzon , ortahisar ,  22 ocak 2021,   daire ,  160,  140,  3+1,  0,  3,  9,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
580000,trabzon , arsin ,  19 ocak 2021,   daire ,  145,  130,  3+1,  0,  7,  7,  merkezi,  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
360000,trabzon , ortahisar ,  18 ocak 2021,   daire ,  101,  90,  2+1,  0,  7,  10,  doğalgaz (kombi),  1,  var,  hayır,  boş,  100,  1461 rezidans,  evet,  inşaat firmasından,  hayır,  hayır 
270000,trabzon , akçaabat ,  17 ocak 2021,   daire ,  125,  110,  2+1,  16-20 arası,  çatı katı,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  50,  evet,  emlak ofisinden,  hayır,  hayır 
440000,trabzon , yomra ,  21 ocak 2021,   daire ,  152,  135,  3+1,  0,  4,  9,  merkezi,  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  evet 
185000,trabzon , vakfıkebir ,  18 ocak 2021,   daire ,  95,  85,  2+1,  26-30 arası,  kot 1,  4,  soba,  1,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  hayır,  hayır 
525000,trabzon , ortahisar ,  18 ocak 2021,   daire ,  195,  185,  4+1,  5-10 arası,  2,  6,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
205000,trabzon , ortahisar ,  16 ocak 2021,   daire ,  105,  90,  2+1,  16-20 arası,  1,  4,  klima,  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
700000,trabzon , akçaabat ,  16 ocak 2021,   daire ,  200,  190,  4+1,  0,  4,  4,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
340000,trabzon , yomra ,  16 ocak 2021,   daire ,  150,  140,  3+1,  0,  7,  7,  merkezi,  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
319000,trabzon , yomra ,  17 ocak 2021,   daire ,  150,  145,  3+1,  0,  1,  9,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
450000,trabzon , akçaabat ,  16 ocak 2021,   daire ,  185,  170,  3+1,  1,  5,  10,  merkezi,  2,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
210000,trabzon , ortahisar ,  16 ocak 2021,   daire ,  95,  90,  2+1,  21-25 arası,  3,  3,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  belirtilmemiş,  emlak ofisinden,  evet,  evet 
155000,trabzon , araklı ,  18 ocak 2021,   daire ,  150,  150,  3+2,  26-30 arası,  kot 4,  4,  soba,  1,  var,  belirtilmemiş,  boş,  hayır,  belirtilmemiş,  belirtilmemiş,  sahibinden,  hayır,  evet 
400000,trabzon , ortahisar ,  16 ocak 2021,   daire ,  150,  125,  3+1,  1,  1,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  hayır,  hayır 
550061,trabzon , ortahisar ,  16 ocak 2021,   daire ,  120,  100,  2+1,  1,  1,  4,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
205000,trabzon , arsin ,  16 ocak 2021,   daire ,  125,  115,  2+1,  11-15 arası,  2,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  evet,  hayır 
515000,trabzon , of ,  18 ocak 2021,   daire ,  165,  150,  3+1,  5-10 arası,  4,  10,  doğalgaz (kombi),  2,  var,  hayır,  boş,  80,  hilal konutları,  belirtilmemiş,  emlak ofisinden,  evet,  hayır 
690000,trabzon , yomra ,  17 ocak 2021,   daire ,  170,  155,  3+1,  5-10 arası,  2,  3,  merkezi,  2,  var,  hayır,  mülk sahibi,  400,  akasya konakları,  evet,  emlak ofisinden,  evet,  evet 
443000,trabzon , ortahisar ,  18 ocak 2021,   daire ,  178,  165,  3+1,  4,  11,  14,  merkezi,  2,  var,  hayır,  mülk sahibi,  150,  1001 pırlanta vadisi,  evet,  emlak ofisinden,  hayır,  hayır 
380000,trabzon , yomra ,  16 ocak 2021,   daire ,  155,  135,  3+1,  0,  7,  8,  merkezi,  2,  var,  hayır,  boş,  hayır,  1,  evet,  emlak ofisinden,  hayır,  hayır 
318000,trabzon , çarşıbaşı ,  16 ocak 2021,   daire ,  118,  101,  2+1,  0,  5,  6,  merkezi,  1,  var,  hayır,  boş,  evet,  100,  evet,  emlak ofisinden,  hayır,  hayır 
650000,trabzon , yomra ,  20 ocak 2021,   daire ,  160,  135,  2+1,  5-10 arası,  2,  4,  merkezi,  1,  var,  belirtilmemiş,  mülk sahibi,  350,  akasya siteleri,  evet,  emlak ofisinden,  evet,  hayır 
210000,trabzon , araklı ,  20 ocak 2021,   daire ,  150,  135,  2+1,  3,  5,  6,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  belirtilmemiş,  emlak ofisinden,  hayır,  hayır 
485000,trabzon , yomra ,  20 ocak 2021,   daire ,  160,  160,  3+1,  0,  7,  10,  merkezi,  2,  var,  hayır,  boş,  evet,  150,  evet,  emlak ofisinden,  evet,  hayır 
fiyat,il,ilce,ilan_tarihi,emlak_tipi,m²_(brüt),m²_(net),oda_sayısı,bina_yaşı,bulunduğu_kat,kat_sayısı,isıtma,banyo_sayısı,balkon,eşyalı,kullanım_durumu,site_içerisinde,aidat_(tl),krediye_uygun,kimden,görüntülü_arama_ile_gezilebilir,takas
450000,trabzon , ortahisar ,  22 ocak 2021,   daire ,  150,  140,  3+1,  0,  5,  7,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  hayır,  emlak ofisinden,  hayır,  hayır 
525000,trabzon , ortahisar ,  22 ocak 2021,   daire ,  178,  160,  3+1,  1,  9,  11,  doğalgaz (kombi),  2,  var,  hayır,  boş,  belirtilmemiş,  1461 rezidans,  hayır,  emlak ofisinden,  evet,  hayır 
515000,trabzon , yomra ,  22 ocak 2021,   daire ,  184,  150,  3+1,  0,  10,  12,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  evet,  evet 
760000,trabzon , ortahisar ,  22 ocak 2021,   daire ,  420,  411,  6+2,  1,  bahçe katı,  8,  merkezi,  4,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
449000,trabzon , ortahisar ,  22 ocak 2021,   daire ,  155,  135,  3+1,  5-10 arası,  1,  8,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  evet,  150,  evet,  emlak ofisinden,  evet,  hayır 
645000,trabzon , akçaabat ,  22 ocak 2021,   daire ,  196,  180,  4+1,  4,  1,  16,  yerden isıtma,  2,  var,  hayır,  kiracılı,  hayır,  180,  evet,  emlak ofisinden,  hayır,  hayır 
875000,trabzon , maçka ,  22 ocak 2021,   daire ,  330,  290,  5+1,  11-15 arası,  3,  3,  kat kaloriferi,  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
410000,trabzon , ortahisar ,  22 ocak 2021,   daire ,  160,  150,  3+1,  0,  4,  7,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
635000,trabzon , yomra ,  22 ocak 2021,   daire ,  210,  185,  4+1,  4,  3,  13,  merkezi,  2,  var,  evet,  mülk sahibi,  250,  inci prime,  evet,  emlak ofisinden,  hayır,  hayır 
415000,trabzon , ortahisar ,  22 ocak 2021,   daire ,  178,  162,  3+1,  5-10 arası,  11,  13,  merkezi,  2,  var,  hayır,  mülk sahibi,  120,  1001 pırlanta vadisi,  evet,  sahibinden,  hayır,  hayır 
270000,trabzon , arsin ,  22 ocak 2021,   daire ,  178,  158,  3+1,  3,  3,  5,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
370000,trabzon , ortahisar ,  22 ocak 2021,   daire ,  155,  150,  3+1,  0,  4,  5,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
279000,trabzon , ortahisar ,  22 ocak 2021,   daire ,  160,  150,  3+1,  4,  2,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
680000,trabzon , akçaabat ,  22 ocak 2021,   daire ,  190,  165,  4+1,  11-15 arası,  9,  9,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  evet,  150,  evet,  emlak ofisinden,  evet,  hayır 
395000,trabzon , ortahisar ,  22 ocak 2021,   daire ,  160,  130,  3+1,  0,  6,  10,  doğalgaz (kombi),  2,  var,  hayır,  boş,  belirtilmemiş,  gulf residance,  hayır,  emlak ofisinden,  hayır,  hayır 
419000,trabzon , ortahisar ,  22 ocak 2021,   daire ,  170,  160,  3+1,  0,  4,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  evet 
425000,trabzon , yomra ,  22 ocak 2021,   daire ,  159,  150,  3+1,  5-10 arası,  8,  9,  merkezi,  2,  var,  belirtilmemiş,  boş,  110,  oranpark sitesi,  evet,  emlak ofisinden,  hayır,  hayır 
495000,trabzon , yomra ,  22 ocak 2021,   daire ,  180,  155,  3+1,  1,  10,  13,  merkezi,  2,  var,  hayır,  boş,  150,  aquamarine konutları,  evet,  emlak ofisinden,  hayır,  hayır 
390000,trabzon , ortahisar ,  22 ocak 2021,   daire ,  155,  140,  5+1,  2,  3,  4,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
469000,trabzon , ortahisar ,  22 ocak 2021,   daire ,  172,  150,  3+1,  0,  5,  8,  merkezi,  2,  var,  hayır,  boş,  evet,  0,  evet,  emlak ofisinden,  hayır,  hayır 
240000,trabzon , akçaabat ,  22 ocak 2021,   daire ,  100,  100,  2+1,  11-15 arası,  kot 1,  6,  soba,  1,  var,  evet,  mülk sahibi,  hayır,  10,  belirtilmemiş,  sahibinden,  evet,  evet 
370000,trabzon , ortahisar ,  22 ocak 2021,   daire ,  150,  140,  3+1,  5-10 arası,  2,  9,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  hayır,  50,  evet,  emlak ofisinden,  hayır,  hayır 
210000,trabzon , akçaabat ,  21 ocak 2021,   daire ,  95,  90,  2+1,  16-20 arası,  6,  9,  kat kaloriferi,  1,  var,  hayır,  mülk sahibi,  hayır,  20,  hayır,  sahibinden,  hayır,  hayır 
720000,trabzon , ortahisar ,  21 ocak 2021,   daire ,  210,  190,  3+1,  0,  12,  16,  merkezi,  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
560000,trabzon , akçaabat ,  21 ocak 2021,   daire ,  180,  155,  3+1,  0,  8,  8,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
350000,trabzon , ortahisar ,  21 ocak 2021,   daire ,  135,  135,  3+1,  5-10 arası,  1,  7,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  evet,  belirtilmemiş,  belirtilmemiş,  sahibinden,  hayır,  hayır 
465000,trabzon , ortahisar ,  21 ocak 2021,   daire ,  175,  149,  3+1,  0,  6,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  125,  evet,  emlak ofisinden,  hayır,  hayır 
545000,trabzon , ortahisar ,  21 ocak 2021,   daire ,  200,  200,  4+1,  5-10 arası,  5,  9,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  100,  bostancı sitesi,  evet,  emlak ofisinden,  evet,  hayır 
112000,trabzon , akçaabat ,  21 ocak 2021,   daire ,  100,  95,  2+1,  26-30 arası,  6,  6,  soba,  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
445000,trabzon , ortahisar ,  21 ocak 2021,   daire ,  180,  160,  3+1,  5-10 arası,  giriş katı,  12,  doğalgaz (kombi),  2,  var,  hayır,  boş,  belirtilmemiş,  trabzon modern boztepe residence,  evet,  emlak ofisinden,  evet,  evet 
349000,trabzon , yomra ,  21 ocak 2021,   daire ,  160,  155,  3+1,  0,  3,  10,  doğalgaz (kombi),  2,  var,  hayır,  boş,  belirtilmemiş,  vadi konakları,  evet,  emlak ofisinden,  hayır,  hayır 
400000,trabzon , araklı ,  21 ocak 2021,   daire ,  230,  200,  4+1,  0,  5,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  60,  evet,  emlak ofisinden,  hayır,  evet 
190000,trabzon , akçaabat ,  21 ocak 2021,   daire ,  100,  95,  2+1,  4,  1,  11,  merkezi,  1,  var,  hayır,  boş,  hayır,  100,  evet,  emlak ofisinden,  hayır,  hayır 
390000,trabzon , ortahisar ,  21 ocak 2021,   daire ,  110,  100,  3+1,  11-15 arası,  müstakil,  2,  doğalgaz (kombi),  2,  var,  hayır,  kiracılı,  hayır,  0,  evet,  emlak ofisinden,  hayır,  hayır 
470000,trabzon , ortahisar ,  21 ocak 2021,   daire ,  165,  155,  3+1,  0,  7,  10,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  1,  evet,  emlak ofisinden,  hayır,  evet 
