fiyat,il,ilce,ilan_tarihi,emlak_tipi,m²_(brüt),m²_(net),oda_sayısı,bina_yaşı,bulunduğu_kat,kat_sayısı,isıtma,banyo_sayısı,balkon,eşyalı,kullanım_durumu,site_içerisinde,aidat_(tl),krediye_uygun,kimden,görüntülü_arama_ile_gezilebilir,takas
280000,konya , kadınhanı ,  22 ocak 2021,   daire ,  165,  127,  3+1,  0,  yüksek giriş,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  sahibinden,  hayır,  hayır 
450000,konya , meram ,  20 ocak 2021,   daire ,  220,  170,  4+1,  4,  4,  4,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  50,  evet,  emlak ofisinden,  hayır,  evet 
1250000,konya , selçuklu ,  20 ocak 2021,   daire ,  400,  300,  7+1,  4,  12,  12,  merkezi (pay ölçer),  4,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
720000,konya , selçuklu ,  20 ocak 2021,   daire ,  205,  180,  4+1,  5-10 arası,  5,  5,  yerden isıtma,  1,  var,  hayır,  mülk sahibi,  hayır,  100,  evet,  emlak ofisinden,  hayır,  hayır 
223000,konya , selçuklu ,  20 ocak 2021,   daire ,  135,  100,  3+1,  16-20 arası,  8,  9,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  evet 
485000,konya , selçuklu ,  20 ocak 2021,   daire ,  185,  175,  4+1,  0,  5,  5,  merkezi,  1,  var,  belirtilmemiş,  boş,  hayır,  90,  evet,  emlak ofisinden,  hayır,  hayır 
196000,konya , karatay ,  20 ocak 2021,   daire ,  100,  90,  2+1,  11-15 arası,  yüksek giriş,  4,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  40,  evet,  emlak ofisinden,  hayır,  hayır 
282000,konya , karatay ,  20 ocak 2021,   daire ,  120,  105,  2+1,  3,  2,  5,  doğalgaz (kombi),  1,  var,  belirtilmemiş,  kiracılı,  hayır,  80,  evet,  emlak ofisinden,  hayır,  hayır 
1175000,konya , meram ,  20 ocak 2021,   daire ,  220,  170,  4+1,  2,  5,  14,  merkezi (pay ölçer),  2,  var,  hayır,  kiracılı,  0,  altınşehir meram,  evet,  emlak ofisinden,  evet,  hayır 
360000,konya , selçuklu ,  20 ocak 2021,   daire ,  170,  130,  3+1,  5-10 arası,  4,  5,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  hayır,  emlak ofisinden,  hayır,  hayır 
360000,konya , selçuklu ,  20 ocak 2021,   daire ,  170,  130,  3+1,  5-10 arası,  4,  5,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  hayır,  emlak ofisinden,  hayır,  hayır 
380000,konya , karatay ,  20 ocak 2021,   daire ,  170,  145,  3+1,  2,  8,  8,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  hayır,  110,  evet,  emlak ofisinden,  evet,  hayır 
330000,konya , karatay ,  20 ocak 2021,   daire ,  170,  130,  3+1,  5-10 arası,  2,  6,  doğalgaz (kombi),  2,  var,  belirtilmemiş,  mülk sahibi,  belirtilmemiş,  kutup kent sitesi,  belirtilmemiş,  emlak ofisinden,  evet,  hayır 
325000,konya , selçuklu ,  20 ocak 2021,   daire ,  140,  120,  2+1,  0,  3,  3,  yerden isıtma,  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
375000,konya , selçuklu ,  20 ocak 2021,   daire ,  165,  132,  3+1,  0,  2,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  evet 
395000,konya , karatay ,  20 ocak 2021,   daire ,  175,  150,  3+1,  0,  3,  6,  yerden isıtma,  1,  var,  belirtilmemiş,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  evet 
341000,konya , selçuklu ,  21 ocak 2021,   daire ,  150,  130,  3+1,  0,  3,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  hayır,  hayır 
320000,konya , selçuklu ,  20 ocak 2021,   daire ,  170,  135,  3+1,  11-15 arası,  3,  3,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
210000,konya , meram ,  20 ocak 2021,   daire ,  145,  135,  2+1,  21-25 arası,  2,  3,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
450000,konya , selçuklu ,  20 ocak 2021,   daire ,  180,  135,  3+1,  0,  3,  3,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  0,  evet,  emlak ofisinden,  hayır,  hayır 
460000,konya , selçuklu ,  20 ocak 2021,   daire ,  195,  150,  4+1,  5-10 arası,  2,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
240000,konya , selçuklu ,  20 ocak 2021,   daire ,  145,  130,  3+1,  16-20 arası,  2,  2,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  20,  evet,  emlak ofisinden,  hayır,  hayır 
309000,konya , karatay ,  20 ocak 2021,   daire ,  175,  125,  3+1,  1,  yüksek giriş,  5,  merkezi (pay ölçer),  1,  var,  hayır,  boş,  evet,  140,  evet,  emlak ofisinden,  evet,  hayır 
370000,konya , akşehir ,  20 ocak 2021,   daire ,  170,  168,  3+1,  3,  3,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  evet 
260000,konya , selçuklu ,  20 ocak 2021,   daire ,  150,  120,  3+1,  16-20 arası,  3,  5,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
620000,konya , meram ,  20 ocak 2021,   daire ,  200,  190,  4+1,  5-10 arası,  2,  3,  doğalgaz (kombi),  1,  yok,  hayır,  mülk sahibi,  hayır,  20,  evet,  emlak ofisinden,  evet,  hayır 
475000,konya , karatay ,  20 ocak 2021,   daire ,  167,  133,  3+1,  0,  3,  5,  yerden isıtma,  1,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
620000,konya , meram ,  20 ocak 2021,   daire ,  200,  190,  4+1,  5-10 arası,  2,  3,  doğalgaz (kombi),  1,  yok,  hayır,  mülk sahibi,  hayır,  20,  evet,  emlak ofisinden,  evet,  hayır 
475000,konya , karatay ,  20 ocak 2021,   daire ,  167,  133,  3+1,  0,  3,  5,  yerden isıtma,  1,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
230000,konya , seydişehir ,  20 ocak 2021,   daire ,  130,  110,  3+1,  21-25 arası,  2,  3,  soba,  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  sahibinden,  hayır,  hayır 
600000,konya , meram ,  20 ocak 2021,   daire ,  197,  180,  35+1,  5-10 arası,  4,  8,  merkezi (pay ölçer),  1,  var,  hayır,  mülk sahibi,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
360000,konya , selçuklu ,  20 ocak 2021,   daire ,  150,  135,  3+1,  0,  3,  3,  doğalgaz (kombi),  1,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  sahibinden,  evet,  evet 
415000,konya , selçuklu ,  20 ocak 2021,   daire ,  155,  120,  3+1,  5-10 arası,  4,  5,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
390000,konya , meram ,  20 ocak 2021,   daire ,  200,  180,  3+1,  26-30 arası,  3,  3,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  0,  evet,  sahibinden,  hayır,  hayır 
285000,konya , karatay ,  20 ocak 2021,   daire ,  160,  135,  3+1,  5-10 arası,  6,  6,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
620000,konya , selçuklu ,  20 ocak 2021,   daire ,  180,  148,  3+1,  0,  bahçe katı,  10,  yerden isıtma,  2,  var,  hayır,  boş,  280,  altınvadi evleri,  evet,  emlak ofisinden,  evet,  hayır 
388000,konya , selçuklu ,  22 ocak 2021,   daire ,  160,  113,  3+1,  0,  6,  16,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  80,  yenikent park evleri,  hayır,  sahibinden,  hayır,  evet 
275000,konya , karatay ,  20 ocak 2021,   daire ,  110,  90,  2+1,  0,  6,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  belirtilmemiş,  ak 2023,  evet,  emlak ofisinden,  hayır,  hayır 
69000,konya , sarayönü ,  20 ocak 2021,   daire ,  112,  100,  3+1,  0,  yüksek giriş,  4,  merkezi (pay ölçer),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  hayır,  emlak ofisinden,  hayır,  evet 
364000,konya , karatay ,  20 ocak 2021,   daire ,  170,  120,  3+1,  0,  5,  5,  doğalgaz (kombi),  1,  var,  hayır,  boş,  100,  tahtı a'laa sitesi,  evet,  emlak ofisinden,  hayır,  hayır 
500000,konya , karatay ,  20 ocak 2021,   daire ,  170,  120,  3+1,  0,  1,  5,  merkezi (pay ölçer),  1,  var,  hayır,  boş,  hayır,  50,  evet,  emlak ofisinden,  hayır,  hayır 
365000,konya , çumra ,  20 ocak 2021,   daire ,  170,  150,  3+1,  3,  2,  7,  merkezi (pay ölçer),  2,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  evet 
210000,konya , selçuklu ,  20 ocak 2021,   daire ,  155,  135,  3+1,  11-15 arası,  kot 3,  3,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  0,  evet,  sahibinden,  hayır,  hayır 
488000,konya , selçuklu ,  22 ocak 2021,   daire ,  205,  161,  4+1,  0,  3,  16,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  100,  yenikent park evleri,  hayır,  sahibinden,  hayır,  evet 
250000,konya , karatay ,  20 ocak 2021,   daire ,  125,  85,  2+1,  0,  yüksek giriş,  2,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  evet,  hayır 
209000,konya , selçuklu ,  20 ocak 2021,   daire ,  110,  80,  2+1,  26-30 arası,  kot 1,  3,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  hayır,  emlak ofisinden,  hayır,  hayır 
165000,konya , ereğli ,  22 ocak 2021,   daire ,  65,  55,  1+1,  0,  2,  8,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  sahibinden,  hayır,  hayır 
365000,konya , meram ,  20 ocak 2021,   daire ,  155,  115,  3+1,  0,  1,  2,  yerden isıtma,  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  evet 
990000,konya , selçuklu ,  20 ocak 2021,   daire ,  230,  200,  4+1,  11-15 arası,  3,  11,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  390,  manolya konutları,  evet,  emlak ofisinden,  hayır,  hayır 
250000,konya , karatay ,  20 ocak 2021,   daire ,  160,  115,  3+1,  11-15 arası,  3,  6,  doğalgaz (kombi),  2,  var,  hayır,  boş,  40,  hasköy sitesi,  hayır,  emlak ofisinden,  evet,  hayır 
710000,konya , selçuklu ,  20 ocak 2021,   daire ,  190,  150,  4+1,  4,  10,  15,  merkezi (pay ölçer),  1,  var,  hayır,  kiracılı,  220,  flora şehir,  evet,  emlak ofisinden,  hayır,  evet 
495000,konya , meram ,  20 ocak 2021,   daire ,  145,  125,  3+1,  3,  2,  2,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  hayır,  emlak ofisinden,  evet,  evet 
699000,konya , selçuklu ,  21 ocak 2021,   daire ,  225,  200,  4+1,  3,  3,  5,  yerden isıtma,  2,  var,  hayır,  kiracılı,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
270000,konya , selçuklu ,  21 ocak 2021,   daire ,  150,  140,  3+1,  16-20 arası,  7,  7,  merkezi,  2,  var,  hayır,  boş,  evet,  70,  evet,  emlak ofisinden,  evet,  evet 
305000,konya , karatay ,  20 ocak 2021,   daire ,  170,  120,  3+1,  11-15 arası,  6,  6,  merkezi (pay ölçer),  1,  var,  hayır,  boş,  100,  celaliye sitesi,  evet,  emlak ofisinden,  hayır,  hayır 
275000,konya , selçuklu ,  20 ocak 2021,   daire ,  155,  115,  3+1,  11-15 arası,  3,  10,  doğalgaz (kombi),  1,  var,  hayır,  boş,  belirtilmemiş,  merkez kent sitesi,  evet,  emlak ofisinden,  evet,  hayır 
370000,konya , selçuklu ,  20 ocak 2021,   daire ,  165,  135,  3+1,  0,  2,  3,  yerden isıtma,  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
290000,konya , selçuklu ,  20 ocak 2021,   daire ,  120,  100,  2+1,  0,  3,  3,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
185000,konya , selçuklu ,  20 ocak 2021,   daire ,  120,  100,  2+1,  21-25 arası,  yüksek giriş,  6,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
175000,konya , selçuklu ,  20 ocak 2021,   daire ,  120,  100,  3+1,  16-20 arası,  2,  5,  soba,  1,  var,  hayır,  kiracılı,  hayır,  0,  evet,  emlak ofisinden,  evet,  hayır 
370000,konya , meram ,  20 ocak 2021,   daire ,  167,  135,  3+1,  0,  kot 2,  5,  yerden isıtma,  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
370000,konya , meram ,  20 ocak 2021,   daire ,  167,  135,  3+1,  0,  kot 2,  5,  yerden isıtma,  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
398500,konya , meram ,  20 ocak 2021,   daire ,  210,  165,  4+1,  11-15 arası,  2,  5,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  hayır,  emlak ofisinden,  evet,  hayır 
497000,konya , selçuklu ,  20 ocak 2021,   daire ,  170,  130,  3+1,  2,  kot 3,  3,  yerden isıtma,  1,  var,  hayır,  kiracılı,  hayır,  90,  evet,  sahibinden,  evet,  evet 
225000,konya , selçuklu ,  20 ocak 2021,   daire ,  115,  105,  2+1,  16-20 arası,  2,  3,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  hayır,  emlak ofisinden,  evet,  hayır 
325000,konya , karatay ,  20 ocak 2021,   daire ,  160,  145,  3+1,  0,  2,  2,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
370000,konya , selçuklu ,  21 ocak 2021,   daire ,  165,  130,  3+1,  0,  yüksek giriş,  3,  yerden isıtma,  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  evet 
355000,konya , selçuklu ,  20 ocak 2021,   daire ,  130,  110,  3+1,  0,  2,  2,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  hayır,  hayır 
387000,konya , karatay ,  20 ocak 2021,   daire ,  165,  125,  3+1,  0,  3,  6,  yerden isıtma,  1,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
182000,konya , selçuklu ,  21 ocak 2021,   daire ,  140,  120,  2+1,  21-25 arası,  3,  3,  doğalgaz (kombi),  1,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
430000,konya , selçuklu ,  20 ocak 2021,   daire ,  170,  149,  3+1,  0,  yüksek giriş,  5,  doğalgaz (kombi),  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
185000,konya , selçuklu ,  20 ocak 2021,   daire ,  130,  110,  2+1,  31 ve üzeri,  2,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
159000,konya , selçuklu ,  20 ocak 2021,   daire ,  125,  120,  3+1,  26-30 arası,  2,  3,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  hayır,  hayır 
550000,konya , meram ,  20 ocak 2021,   daire ,  210,  200,  4+1,  3,  2,  2,  doğalgaz (kombi),  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
384000,konya , karatay ,  20 ocak 2021,   daire ,  190,  150,  3+1,  3,  2,  6,  merkezi,  1,  var,  hayır,  boş,  hayır,  100,  evet,  emlak ofisinden,  evet,  hayır 
450000,konya , meram ,  20 ocak 2021,   daire ,  185,  130,  3+1,  0,  3,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
315000,konya , selçuklu ,  20 ocak 2021,   daire ,  130,  100,  2+1,  0,  4,  4,  yerden isıtma,  1,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  evet,  evet 
380000,konya , selçuklu ,  20 ocak 2021,   daire ,  170,  150,  3+1,  5-10 arası,  5,  10,  merkezi,  1,  var,  hayır,  kiracılı,  hayır,  80,  evet,  emlak ofisinden,  hayır,  hayır 
245000,konya , selçuklu ,  20 ocak 2021,   daire ,  115,  90,  2+1,  21-25 arası,  4,  8,  merkezi,  1,  var,  hayır,  boş,  hayır,  120,  evet,  emlak ofisinden,  hayır,  hayır 
300000,konya , selçuklu ,  21 ocak 2021,   daire ,  125,  110,  2+1,  0,  2,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  evet 
165000,konya , selçuklu ,  20 ocak 2021,   daire ,  75,  65,  1+1,  4,  2,  7,  merkezi (pay ölçer),  1,  var,  hayır,  kiracılı,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
390000,konya , selçuklu ,  20 ocak 2021,   daire ,  160,  110,  3+1,  0,  2,  4,  yerden isıtma,  1,  var,  hayır,  boş,  hayır,  0,  evet,  emlak ofisinden,  evet,  hayır 
108000,konya , seydişehir ,  20 ocak 2021,   daire ,  120,  120,  3+1,  5-10 arası,  1,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
295000,konya , selçuklu ,  20 ocak 2021,   daire ,  120,  105,  2+1,  0,  yüksek giriş,  3,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
220000,konya , selçuklu ,  20 ocak 2021,   daire ,  120,  110,  3+1,  21-25 arası,  4,  8,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  0,  evet,  emlak ofisinden,  hayır,  evet 
500000,konya , selçuklu ,  20 ocak 2021,   daire ,  215,  190,  3+1,  11-15 arası,  2,  9,  merkezi,  2,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
385000,konya , meram ,  20 ocak 2021,   daire ,  140,  110,  2+1,  0,  2,  3,  yerden isıtma,  2,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
357500,konya , selçuklu ,  20 ocak 2021,   daire ,  160,  115,  3+1,  0,  2,  3,  yerden isıtma,  2,  var,  hayır,  boş,  evet,  belirtilmemiş,  hayır,  emlak ofisinden,  hayır,  hayır 
269000,konya , karatay ,  20 ocak 2021,   daire ,  155,  110,  3+1,  0,  1,  2,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
650000,konya , selçuklu ,  20 ocak 2021,   daire ,  245,  180,  3+1,  0,  bahçe katı,  16,  merkezi (pay ölçer),  2,  var,  hayır,  mülk sahibi,  belirtilmemiş,  motto terasbahçe,  evet,  emlak ofisinden,  hayır,  evet 
160000,konya , meram ,  20 ocak 2021,   daire ,  165,  135,  3+1,  21-25 arası,  3,  3,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
225000,konya , selçuklu ,  20 ocak 2021,   daire ,  150,  130,  3+1,  21-25 arası,  3,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  0,  ar sitesi,  evet,  emlak ofisinden,  evet,  hayır 
297000,konya , selçuklu ,  20 ocak 2021,   daire ,  140,  120,  2+1,  16-20 arası,  2,  7,  merkezi,  1,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
175000,konya , selçuklu ,  20 ocak 2021,   daire ,  135,  105,  3+1,  26-30 arası,  zemin kat,  3,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
319000,konya , karatay ,  20 ocak 2021,   daire ,  165,  125,  3+1,  0,  2,  6,  yerden isıtma,  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  hayır,  emlak ofisinden,  evet,  hayır 
935000,konya , selçuklu ,  20 ocak 2021,   daire ,  230,  200,  4+1,  11-15 arası,  8,  11,  merkezi,  2,  var,  hayır,  mülk sahibi,  390,  manolya konutları,  evet,  emlak ofisinden,  hayır,  hayır 
220000,konya , selçuklu ,  20 ocak 2021,   daire ,  160,  145,  3+1,  16-20 arası,  2,  12,  doğalgaz (kombi),  1,  var,  hayır,  kiracılı,  hayır,  50,  evet,  emlak ofisinden,  evet,  hayır 
305000,konya , selçuklu ,  20 ocak 2021,   daire ,  180,  145,  3+1,  5-10 arası,  zemin kat,  4,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
450000,konya , selçuklu ,  20 ocak 2021,   daire ,  170,  135,  3+1,  5-10 arası,  kot 4,  4,  merkezi (pay ölçer),  1,  var,  hayır,  boş,  evet,  150,  evet,  emlak ofisinden,  evet,  hayır 
298000,konya , selçuklu ,  20 ocak 2021,   daire ,  175,  145,  3+1,  16-20 arası,  3,  7,  merkezi (pay ölçer),  1,  var,  hayır,  boş,  belirtilmemiş,  çamlıca sitesi,  evet,  emlak ofisinden,  evet,  hayır 
415000,konya , selçuklu ,  20 ocak 2021,   daire ,  170,  155,  3+1,  5-10 arası,  2,  4,  merkezi,  1,  var,  hayır,  kiracılı,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  evet 
1270000,konya , selçuklu ,  20 ocak 2021,   daire ,  500,  300,  6+1,  0,  villa tipi,  2,  doğalgaz (kombi),  3,  var,  belirtilmemiş,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
355000,konya , selçuklu ,  20 ocak 2021,   daire ,  145,  130,  3+1,  2,  yüksek giriş,  2,  doğalgaz (kombi),  1,  var,  belirtilmemiş,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  evet 
85000,konya , meram ,  20 ocak 2021,   daire ,  50,  50,  1+1,  5-10 arası,  kot 1,  4,  doğalgaz (kombi),  1,  yok,  belirtilmemiş,  boş,  40,  toki gödene konutları,  evet,  emlak ofisinden,  hayır,  hayır 
235000,konya , selçuklu ,  20 ocak 2021,   daire ,  100,  100,  3+1,  16-20 arası,  kot 3,  3,  doğalgaz (kombi),  2,  var,  belirtilmemiş,  kiracılı,  hayır,  belirtilmemiş,  evet,  sahibinden,  hayır,  evet 
395000,konya , selçuklu ,  21 ocak 2021,   daire ,  170,  150,  3+1,  5-10 arası,  5,  5,  merkezi (pay ölçer),  1,  var,  hayır,  boş,  110,  boran sitesi,  belirtilmemiş,  emlak ofisinden,  evet,  hayır 
289000,konya , karatay ,  20 ocak 2021,   daire ,  165,  145,  3+1,  0,  6,  6,  doğalgaz (kombi),  1,  var,  hayır,  boş,  hayır,  100,  evet,  emlak ofisinden,  evet,  evet 
295000,konya , selçuklu ,  20 ocak 2021,   daire ,  140,  110,  3+1,  5-10 arası,  1,  4,  doğalgaz (kombi),  1,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  evet 
212000,konya , karatay ,  20 ocak 2021,   daire ,  100,  85,  2+1,  11-15 arası,  5,  7,  merkezi,  1,  var,  hayır,  kiracılı,  belirtilmemiş,  karpol sitesi,  evet,  emlak ofisinden,  evet,  hayır 
560000,konya , selçuklu ,  20 ocak 2021,   daire ,  155,  125,  3+1,  0,  8,  15,  yerden isıtma,  1,  var,  hayır,  boş,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  evet 
229000,konya , selçuklu ,  20 ocak 2021,   daire ,  100,  90,  2+1,  0,  yüksek giriş,  3,  doğalgaz (kombi),  1,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
199000,konya , selçuklu ,  20 ocak 2021,   daire ,  135,  115,  3+1,  11-15 arası,  yüksek giriş,  8,  merkezi (pay ölçer),  2,  var,  hayır,  boş,  evet,  150,  evet,  emlak ofisinden,  hayır,  evet 
295000,konya , selçuklu ,  20 ocak 2021,   daire ,  110,  80,  2+1,  0,  kot 2,  3,  doğalgaz (kombi),  1,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  hayır 
420000,konya , selçuklu ,  20 ocak 2021,   daire ,  160,  145,  3+1,  4,  kot 1,  3,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  evet,  0,  evet,  emlak ofisinden,  hayır,  hayır 
625000,konya , meram ,  20 ocak 2021,   daire ,  240,  220,  6+1,  5-10 arası,  5,  5,  doğalgaz (kombi),  2,  var,  hayır,  mülk sahibi,  hayır,  belirtilmemiş,  evet,  emlak ofisinden,  hayır,  evet 
139000,konya , selçuklu ,  20 ocak 2021,   daire ,  75,  55,  1+1,  11-15 arası,  giriş katı,  4,  doğalgaz (kombi),  1,  var,  hayır,  boş,  130,  stüdyo vizyon,  evet,  emlak ofisinden,  hayır,  hayır 
fiyat,il,ilce,ilan_tarihi,emlak_tipi,m²_(brüt),m²_(net),oda_sayısı,bina_yaşı,bulunduğu_kat,kat_sayısı,isıtma,banyo_sayısı,balkon,eşyalı,kullanım_durumu,aidat_(tl),site_adı,krediye_uygun,kimden,görüntülü_arama_ile_gezilebilir,takas
465000,mersin , yenişehir ,  22 ocak 2021,   daire ,200,199,  3+1,  16-20 arası,  10,  15,  doğalgaz (kombi),1,  var,  hayır,  mülk sahibi,  120,  yeni şehir sitesi,  evet,  emlak ofisinden,  evet,  hayır 
378000,mersin , toroslar ,  22 ocak 2021,   daire ,160,159,  3+1,  0,  3,  9,  doğalgaz (kombi),2,  var,  hayır,  boş,  evet,  belirtilmemiş,  evet,  emlak ofisinden,  evet,  hayır 
